;name;cell_type;well_number;location_number;tag;data_type;file_format;path;filename;subfolder;sample_site;z_position;channel;is_mask;mask_path
10;Alexa488;Fibroblasts;5;225locations;s192z04c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s192z04c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s192z04c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;192;4;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s192z06c1_ORG_mask.tiff
11;Alexa488;Fibroblasts;5;225locations;s019z04c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s019z04c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s019z04c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;19;4;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s019z06c1_ORG_mask.tiff
12;Alexa488;Fibroblasts;5;225locations;s172z01c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s172z01c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s172z01c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;172;1;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s172z06c1_ORG_mask.tiff
13;Alexa488;Fibroblasts;5;225locations;s106z11c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s106z11c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s106z11c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;106;11;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s106z06c1_ORG_mask.tiff
14;Alexa488;Fibroblasts;5;225locations;s083z06c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s083z06c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s083z06c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;83;6;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s083z06c1_ORG_mask.tiff
15;Alexa488;Fibroblasts;5;225locations;s065z11c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s065z11c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s065z11c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;65;11;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s065z06c1_ORG_mask.tiff
16;Alexa488;Fibroblasts;5;225locations;s220z11c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s220z11c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s220z11c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;220;11;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s220z06c1_ORG_mask.tiff
17;Alexa488;Fibroblasts;5;225locations;s167z01c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s167z01c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s167z01c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;167;1;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s167z06c1_ORG_mask.tiff
18;Alexa488;Fibroblasts;5;225locations;s201z06c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s201z06c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s201z06c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;201;6;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s201z06c1_ORG_mask.tiff
19;Alexa488;Fibroblasts;5;225locations;s036z02c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s036z02c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s036z02c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;36;2;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s036z06c1_ORG_mask.tiff
20;Alexa488;Fibroblasts;5;225locations;s196z04c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s196z04c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s196z04c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;196;4;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s196z06c1_ORG_mask.tiff
21;Alexa488;Fibroblasts;5;225locations;s090z11c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s090z11c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s090z11c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;90;11;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s090z06c1_ORG_mask.tiff
22;Alexa488;Fibroblasts;5;225locations;s191z01c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s191z01c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s191z01c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;191;1;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s191z06c1_ORG_mask.tiff
23;Alexa488;Fibroblasts;5;225locations;s045z11c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s045z11c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s045z11c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;45;11;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s045z06c1_ORG_mask.tiff
24;Alexa488;Fibroblasts;5;225locations;s211z02c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s211z02c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s211z02c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;211;2;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s211z06c1_ORG_mask.tiff
25;Alexa488;Fibroblasts;5;225locations;s027z01c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s027z01c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s027z01c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;27;1;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s027z06c1_ORG_mask.tiff
26;Alexa488;Fibroblasts;5;225locations;s027z05c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s027z05c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s027z05c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;27;5;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s027z06c1_ORG_mask.tiff
27;Alexa488;Fibroblasts;5;225locations;s221z08c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s221z08c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s221z08c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;221;8;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s221z06c1_ORG_mask.tiff
28;Alexa488;Fibroblasts;5;225locations;s072z04c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s072z04c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s072z04c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;72;4;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s072z06c1_ORG_mask.tiff
29;Alexa488;Fibroblasts;5;225locations;s111z06c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s111z06c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s111z06c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;111;6;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s111z06c1_ORG_mask.tiff
30;Alexa488;Fibroblasts;5;225locations;s171z11c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s171z11c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s171z11c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;171;11;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s171z06c1_ORG_mask.tiff
31;Alexa488;Fibroblasts;5;225locations;s177z11c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s177z11c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s177z11c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;177;11;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s177z06c1_ORG_mask.tiff
32;Alexa488;Fibroblasts;5;225locations;s058z09c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s058z09c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s058z09c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;58;9;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s058z06c1_ORG_mask.tiff
33;Alexa488;Fibroblasts;5;225locations;s014z09c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s014z09c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s014z09c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;14;9;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s014z06c1_ORG_mask.tiff
34;Alexa488;Fibroblasts;5;225locations;s176z01c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s176z01c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s176z01c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;176;1;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s176z06c1_ORG_mask.tiff
35;Alexa488;Fibroblasts;5;225locations;s217z02c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s217z02c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s217z02c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;217;2;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s217z06c1_ORG_mask.tiff
36;Alexa488;Fibroblasts;5;225locations;s167z10c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s167z10c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s167z10c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;167;10;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s167z06c1_ORG_mask.tiff
37;Alexa488;Fibroblasts;5;225locations;s076z11c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s076z11c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s076z11c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;76;11;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s076z06c1_ORG_mask.tiff
38;Alexa488;Fibroblasts;5;225locations;s206z03c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s206z03c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s206z03c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;206;3;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s206z06c1_ORG_mask.tiff
39;Alexa488;Fibroblasts;5;225locations;s098z11c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s098z11c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s098z11c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;98;11;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s098z06c1_ORG_mask.tiff
40;Alexa488;Fibroblasts;5;225locations;s214z06c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s214z06c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s214z06c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;214;6;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s214z06c1_ORG_mask.tiff
41;Alexa488;Fibroblasts;5;225locations;s066z03c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s066z03c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s066z03c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;66;3;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s066z06c1_ORG_mask.tiff
42;Alexa488;Fibroblasts;5;225locations;s146z04c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s146z04c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s146z04c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;146;4;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s146z06c1_ORG_mask.tiff
43;Alexa488;Fibroblasts;5;225locations;s097z02c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s097z02c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s097z02c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;97;2;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s097z06c1_ORG_mask.tiff
44;Alexa488;Fibroblasts;5;225locations;s025z02c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s025z02c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s025z02c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;25;2;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s025z06c1_ORG_mask.tiff
45;Alexa488;Fibroblasts;5;225locations;s097z01c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s097z01c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s097z01c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;97;1;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s097z06c1_ORG_mask.tiff
46;Alexa488;Fibroblasts;5;225locations;s126z02c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s126z02c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s126z02c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;126;2;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s126z06c1_ORG_mask.tiff
47;Alexa488;Fibroblasts;5;225locations;s091z09c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s091z09c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s091z09c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;91;9;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s091z06c1_ORG_mask.tiff
48;Alexa488;Fibroblasts;5;225locations;s038z06c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s038z06c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s038z06c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;38;6;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s038z06c1_ORG_mask.tiff
49;Alexa488;Fibroblasts;5;225locations;s187z08c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s187z08c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s187z08c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;187;8;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s187z06c1_ORG_mask.tiff
50;Alexa488;Fibroblasts;5;225locations;s004z09c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s004z09c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s004z09c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;4;9;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s004z06c1_ORG_mask.tiff
51;Alexa488;Fibroblasts;5;225locations;s158z06c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s158z06c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s158z06c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;158;6;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s158z06c1_ORG_mask.tiff
52;Alexa488;Fibroblasts;5;225locations;s220z05c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s220z05c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s220z05c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;220;5;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s220z06c1_ORG_mask.tiff
53;Alexa488;Fibroblasts;5;225locations;s108z10c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s108z10c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s108z10c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;108;10;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s108z06c1_ORG_mask.tiff
54;Alexa488;Fibroblasts;5;225locations;s157z11c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s157z11c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s157z11c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;157;11;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s157z06c1_ORG_mask.tiff
55;Alexa488;Fibroblasts;5;225locations;s184z10c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s184z10c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s184z10c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;184;10;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s184z06c1_ORG_mask.tiff
56;Alexa488;Fibroblasts;5;225locations;s075z10c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s075z10c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s075z10c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;75;10;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s075z06c1_ORG_mask.tiff
57;Alexa488;Fibroblasts;5;225locations;s080z05c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s080z05c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s080z05c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;80;5;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s080z06c1_ORG_mask.tiff
58;Alexa488;Fibroblasts;5;225locations;s155z11c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s155z11c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s155z11c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;155;11;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s155z06c1_ORG_mask.tiff
59;Alexa488;Fibroblasts;5;225locations;s132z04c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s132z04c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s132z04c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;132;4;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s132z06c1_ORG_mask.tiff
60;Alexa488;Fibroblasts;5;225locations;s061z04c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s061z04c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s061z04c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;61;4;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s061z06c1_ORG_mask.tiff
61;Alexa488;Fibroblasts;5;225locations;s119z10c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s119z10c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s119z10c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;119;10;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s119z06c1_ORG_mask.tiff
62;Alexa488;Fibroblasts;5;225locations;s181z07c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s181z07c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s181z07c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;181;7;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s181z06c1_ORG_mask.tiff
63;Alexa488;Fibroblasts;5;225locations;s080z09c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s080z09c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s080z09c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;80;9;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s080z06c1_ORG_mask.tiff
64;Alexa488;Fibroblasts;5;225locations;s015z10c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s015z10c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s015z10c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;15;10;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s015z06c1_ORG_mask.tiff
65;Alexa488;Fibroblasts;5;225locations;s096z10c2;ORG;tif;./data/brightfield/Alexa488_Fibroblasts_well5_225locations/Alexa488_Fibroblasts_well5_225locations_s096z10c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations_s096z10c2_ORG.tif;Alexa488_Fibroblasts_well5_225locations;96;10;2;False;./data/masks/Alexa488_Fibroblasts_well5_225locations_s096z06c1_ORG_mask.tiff
